"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"297261","7","7","0","7","0"
"297443","0","24","0","15","0"
"297472","7","9","0","11","0"
"297615","8","4","0","9","0"
"297651","4","18","0","16","0"
"298143","7","8","0","14","0"
"298345","7","6","0","7","0"
"298527","11","8","0","9","0"
"299080","2","19","0","50","0"
"299341","2","9","0","10","0"
"299980","12","0","0","11","0"
"300161","4","8","0","16","0"
"300766","0","12","0","22","0"
"301602","10","5","0","10","0"
"301605","5","5","0","10","0"
"301863","9","6","0","6","0"
"302143","0","23","0","0","0"
"302687","12","6","0","12","0"
"303207","1","19","0","23","0"
"303616","11","7","0","9","0"
"306100","1","7","0","14","0"
"306144","10","6","0","10","0"
"306372","0","0","0","30","0"
"306671","10","5","0","9","0"
"306760","10","9","0","12","0"
"307064","13","2","0","11","0"
"307146","10","2","0","14","0"
"307274","9","5","0","10","0"
"307773","1","7","0","17","0"
"308082","9","5","0","9","0"
"308446","9","4","0","9","0"
"308841","11","6","0","12","0"
"309474","9","5","0","10","0"
"311311","1","9","0","10","0"
"312146","51","32","0","51","0"
"312786","8","4","0","8","0"
"312998","5","9","0","10","0"
"313261","7","8","0","8","0"
"313996","13","7","0","13","0"
"314305","8","4","0","8","0"
"314610","3","10","0","9","0"
"316365","0","25","0","25","0"
"316796","5","7","0","10","0"
"317016","5","7","0","11","0"
"317093","0","19","0","29","0"
"317169","10","5","0","10","0"
"317225","11","6","0","8","0"
"317443","7","8","0","8","0"
"317610","1","59","0","11","0"
"318059","10","11","0","22","0"
"318489","12","6","0","12","0"
"319650","7","6","0","8","0"
"320151","5","6","0","11","0"
"320156","8","5","0","7","0"
"320164","6","5","0","9","0"
"320385","11","9","0","11","0"
"321176","9","7","0","8","0"
"321566","10","1","0","9","0"
"321718","3","1","0","43","0"
"322652","8","6","0","8","0"
"323244","6","8","0","9","0"
"323315","6","8","0","11","0"
"324155","5","8","0","11","0"
"324730","9","3","0","9","0"
"325110","5","16","0","8","0"
"325323","0","20","0","0","0"
"325824","8","95","0","97","0"
"326778","2","18","0","15","0"
"326899","7","7","0","8","0"
"326911","10","5","0","11","0"
"328054","5","8","0","8","0"
"328095","8","4","0","8","0"
"329262","13","5","0","12","0"
"329742","6","5","0","11","0"
"330100","1","16","0","16","0"
"330566","7","8","0","12","0"
"331102","7","6","0","12","0"
"331512","9","3","0","8","0"
"331546","9","5","0","7","0"
"331858","9","5","0","9","0"
"332615","3","10","0","11","0"
"332951","1","27","0","32","0"
"333332","3","8","0","10","0"
"334159","11","6","0","12","0"
"335126","1","10","0","10","0"
"335299","14","8","0","9","0"
"335771","5","4","0","15","0"
"336110","10","37","0","36","0"
"336716","9","4","0","10","0"
"336774","9","6","0","10","0"
"336928","26","7","0","21","0"
"336979","0","12","0","13","0"
"336987","6","10","0","14","0"
"337371","8","5","0","8","0"
"337607","8","7","0","8","0"
"337873","1","18","0","18","0"
"338074","5","11","0","12","0"
"338376","2","0","0","21","0"
"338850","3","8","0","13","0"
"339003","8","8","0","8","0"
"339188","16","5","0","17","0"
"340044","0","11","0","11","0"
"340509","12","33","0","35","0"
"340696","5","14","0","13","0"
"341077","3","3","0","16","0"
"343506","6","7","0","7","0"
"343632","4","11","0","5","0"
"343694","3","8","0","9","0"
"343779","0","51","0","65","0"
"343938","27","8","0","24","0"
"344078","9","8","0","9","0"
"344580","7","11","0","9","0"
"344780","7","10","0","9","0"
"345355","23","10","0","21","0"
"345568","14","6","0","17","0"
"346374","4","8","0","10","0"
"346512","6","6","0","8","0"
"347335","1","7","0","14","0"
"347385","0","0","0","21","0"
"347528","12","16","0","23","0"
"347626","0","1","0","24","0"
"347678","14","14","0","20","0"
"348533","15","15","0","15","0"
"349659","8","5","0","7","0"
"350194","7","4","0","10","0"
"350811","10","6","0","19","0"
"351073","12","4","0","8","0"
"351362","10","7","0","8","0"
"351635","0","103","0","103","0"
"351656","7","7","0","10","0"
"351748","8","4","0","13","0"
"352057","14","17","0","11","0"
"352786","15","11","0","18","0"
"353210","0","7","0","14","0"
"353983","10","4","0","11","0"
"354011","1","13","0","11","0"
"354098","12","13","0","22","0"
"355777","9","9","0","9","0"
"355857","8","5","0","8","0"
"355865","10","5","0","10","0"
"356242","10","5","0","10","0"
"356981","0","13","0","14","0"
"357438","8","4","0","8","0"
"357655","6","16","0","17","0"
"357732","7","9","0","12","0"
"357777","8","7","0","8","0"
"358302","1","25","0","1","0"
"358794","11","5","0","11","0"
"358828","7","5","0","10","0"
"359096","8","7","0","9","0"
"359118","10","5","0","5","0"
"359254","14","12","0","13","0"
"359321","0","0","0","24","0"
"359481","10","5","0","10","0"
"359980","5","12","0","13","0"
"360107","12","3","0","12","0"
"361726","8","3","0","9","0"
"364274","7","7","0","7","0"
"364278","7","9","0","6","0"
"364704","14","6","0","12","0"
"365443","0","9","0","38","0"
"366660","8","7","0","6","0"
"367146","24","13","0","24","0"
"367383","8","6","0","8","0"
"367740","0","12","0","16","0"
"367855","0","0","0","20","0"
"367935","8","5","0","8","0"
"367990","9","4","0","12","0"
"368923","49","12","0","2","0"
"371025","1","19","0","7","0"
"371331","10","5","0","9","0"
"371405","8","9","0","5","0"
"371506","10","7","0","9","0"
"371691","3","10","0","12","0"
"372590","12","16","0","27","0"
"372905","8","4","0","8","0"
"372949","16","9","0","22","0"
"372992","7","6","0","8","0"
"373163","4","5","0","12","0"
"375854","6","4","0","10","0"
"376158","0","8","0","16","0"
"376255","0","34","0","5","0"
"376390","7","9","0","15","0"
"376471","2","0","0","20","0"
"376616","6","6","0","11","0"
"376637","8","10","0","14","0"
"377078","10","5","0","10","0"
"377106","10","17","0","17","0"
"377181","3","5","0","39","0"
"377965","5","9","0","6","0"
"378012","8","4","0","8","0"
"378275","15","5","0","16","0"
"378348","1","15","0","29","0"
"378947","8","12","0","11","0"
"379271","9","4","0","8","0"
"379519","6","10","0","12","0"
"379663","15","6","0","16","0"
"379903","9","5","0","10","0"
"380267","8","4","0","8","0"
"381153","2","10","0","15","0"
"381424","10","8","0","13","0"
"381908","0","0","0","44","0"
"382154","11","2","0","11","0"
"382210","9","10","0","10","0"
"382364","0","8","0","28","0"
"383224","8","8","0","8","0"
"383324","13","8","0","13","0"
"383366","7","6","0","8","0"
"383399","3","8","0","11","0"
"384527","0","14","0","30","0"
"385443","8","9","0","10","0"
"385500","7","6","0","9","0"
"385758","1","1","0","20","0"
"386206","6","7","0","11","0"
"386232","0","15","0","15","0"
"387691","15","16","0","25","0"
"387811","16","8","0","20","0"
"387830","1","9","0","13","0"
"388411","1","17","0","17","0"
"388437","8","9","0","10","0"
"389171","9","6","0","10","0"
"389273","8","6","0","7","0"
"389321","11","0","0","12","0"
"390241","11","3","0","11","0"
"390341","12","12","0","39","0"
"390706","0","14","0","14","0"
"391246","0","71","0","0","0"
"391265","25","4","0","14","0"
"391883","3","14","0","29","0"
"391963","6","6","0","8","0"
"392130","5","11","0","8","0"
"392164","0","4","0","22","0"
"392692","8","5","0","7","0"
"392715","0","10","0","12","0"
"392892","5","6","0","9","0"
"393066","4","8","0","8","0"
"393187","5","8","0","7","0"
"393219","5","8","0","7","0"
"393505","5","7","0","9","0"
"393888","6","6","0","8","0"
"394379","7","3","0","12","0"
"394440","5","5","0","10","0"
"395277","3","3","0","14","0"
"395737","0","0","0","31","0"
"395880","12","7","0","13","0"
"395971","6","7","0","8","0"
"396295","0","14","0","9","0"
"397256","11","3","0","9","0"
"397537","9","5","0","10","0"
"397624","5","8","0","10","0"
"397869","8","5","0","8","0"
"397977","3","8","0","9","0"
"398340","5","10","0","6","0"
"398562","10","10","0","10","0"
"398593","7","8","0","9","0"
"398811","7","7","0","7","0"
"399103","10","4","0","6","0"
"399340","8","7","0","12","0"
"399589","0","11","0","9","0"
"400323","6","7","0","7","0"
"400680","7","6","0","12","0"
"400798","11","7","0","10","0"
"401062","11","2","0","10","0"
"401403","6","7","0","9","0"
"401676","10","8","0","13","0"
"401722","0","146","0","8","0"
"402230","18","9","0","14","0"
"402265","4","8","0","9","0"
"402387","8","8","0","8","0"
"402452","7","4","0","11","0"
"403213","8","14","0","17","0"
"404023","77","56","0","77","0"
"404231","0","32","0","4","0"
"404448","8","5","0","12","0"
"404466","14","3","0","11","0"
"404971","11","4","0","8","0"
"405474","12","8","0","13","0"
"405701","17","12","0","18","0"
"405809","6","23","0","8","0"
"405939","8","3","0","10","0"
"406036","1","46","0","46","0"
"406682","6","8","0","8","0"
"406760","9","43","0","12","0"
"408019","8","3","0","9","0"
"408430","8","5","0","8","0"
"408709","10","5","0","10","0"
"408719","8","4","0","8","0"
"408821","5","7","0","8","0"
"409574","11","7","0","11","0"
"409777","8","8","0","8","0"
"410428","14","6","0","35","0"
"411223","20","1","0","1","0"
"411540","4","0","0","19","0"
"411698","6","9","0","9","0"
"412856","9","9","0","9","0"
"413044","7","6","0","7","0"
"413074","8","4","0","9","0"
"413324","7","7","0","7","0"
"413589","45","23","0","45","0"
"414965","11","7","0","11","0"
"414992","13","7","0","14","0"
"415052","3","11","0","12","0"
"416307","9","9","0","9","0"
"416434","12","6","0","12","0"
"417445","11","6","0","11","0"
"417646","22","2","0","9","0"
"417776","7","5","0","8","0"
"418244","15","9","0","4","0"
"418320","4","4","0","25","0"
"418404","7","17","0","19","0"
"418423","5","7","0","10","0"
"418788","10","4","0","15","0"
"419044","8","4","0","8","0"
"419231","36","4","0","36","0"
"419857","6","13","0","39","0"
"420346","8","4","0","10","0"
"420911","4","8","0","9","0"
"422048","8","5","0","11","0"
"423711","16","15","0","2","0"
"424749","12","4","0","14","0"
"424986","0","21","0","20","0"
"425848","10","6","0","6","0"
"426020","9","5","0","9","0"
"426303","5","16","0","21","0"
"426332","9","5","0","7","0"
"426410","9","6","0","13","0"
"426752","2","16","0","10","0"
"426898","9","5","0","6","0"
"427551","14","7","0","9","0"
"427654","8","4","0","8","0"
"428279","12","18","0","21","0"
"428522","9","5","0","10","0"
"429322","7","9","0","11","0"
"429683","8","5","0","8","0"
"429741","0","0","0","33","0"
"429919","10","0","0","10","0"
"430270","8","7","0","11","0"
"430293","17","7","0","17","0"
"430527","2","13","0","15","0"
"430855","8","7","0","7","0"
"431229","4","8","0","9","0"
"431495","10","4","0","9","0"
"431766","5","3","0","12","0"
"432040","13","0","0","12","0"
"432194","10","7","0","10","0"
"432311","9","4","0","8","0"
"432360","10","6","0","9","0"
"432578","8","6","0","7","0"
"432804","13","9","0","13","0"
"432852","2","11","0","13","0"
"432961","15","4","0","13","0"
"432992","9","8","0","9","0"
"433557","0","11","0","10","0"
"433658","2","7","0","12","0"
"433982","7","7","0","9","0"
"434029","6","5","0","16","0"
"434225","10","6","0","8","0"
"435202","1","22","0","22","0"
"435228","5","9","0","9","0"
"435366","0","20","0","0","0"
"435543","7","7","0","9","0"
"436160","1","6","0","311","0"
"436500","5","7","0","11","0"
"436688","8","5","0","9","0"
"438299","7","6","0","7","0"
"438301","23","11","0","19","0"
"440404","17","6","0","14","0"
"440467","0","21","0","23","0"
"441067","0","11","0","11","0"
"441173","6","8","0","8","0"
"441338","1","2","0","29","0"
"441829","20","4","0","10","0"
"442137","7","5","0","9","0"
"442229","11","5","0","7","0"
"443362","6","7","0","8","0"
"443469","9","2","0","9","0"
"443654","8","5","0","8","0"
"444044","3","7","0","12","0"
"444102","7","5","0","8","0"
"444399","8","4","0","9","0"
"444613","8","6","0","8","0"
"445088","1","21","0","24","0"
"445362","3","7","0","13","0"
"445587","15","3","0","11","0"
"446012","9","4","0","20","0"
"446197","12","4","0","19","0"
"446592","8","9","0","11","0"
"446709","9","2","0","9","0"
"446807","0","18","0","24","0"
"447753","40","18","0","39","0"
"447978","5","12","0","3","0"
"447994","8","9","0","8","0"
"448091","12","16","0","14","0"
"448298","8","5","0","12","0"
"449514","9","8","0","12","0"
"449683","0","0","0","52","0"
"450204","8","5","0","19","0"
"450450","8","11","0","12","0"
"450532","7","7","0","17","0"
"450827","13","6","0","14","0"
"451741","0","11","0","11","0"
"451761","3","15","0","16","0"
"451834","6","13","0","12","0"
"451943","11","8","0","12","0"
"452018","7","7","0","6","0"
"452082","8","5","0","11","0"
"452480","16","4","0","20","0"
"452536","1","213","0","14","0"
"452934","1","9","0","17","0"
"453039","1","15","0","15","0"
"454040","8","5","0","11","0"
"454119","4","10","0","8","0"
"454424","7","8","0","10","0"
"454490","11","4","0","5","0"
"454541","12","5","0","12","0"
"454771","11","6","0","11","0"
"455060","4","12","0","11","0"
"455454","8","3","0","9","0"
"455519","6","7","0","10","0"
"455705","9","5","0","6","0"
"456449","0","21","0","0","0"
"456456","10","13","0","13","0"
"456500","0","0","0","28","0"
"456835","5","8","0","11","0"
"456854","7","10","0","11","0"
"456921","13","7","0","13","0"
"457599","5","8","0","7","0"
"457621","0","31","0","7","0"
"457633","7","8","0","10","0"
"458708","10","10","0","11","0"
"458798","3","13","0","19","0"
"458999","9","9","0","12","0"
"459355","5","7","0","8","0"
"459410","10","4","0","9","0"
"459522","7","12","0","13","0"
"459635","10","8","0","9","0"
"459993","8","15","0","17","0"
"461171","3","15","0","19","0"
"461287","15","8","0","15","0"
"461350","8","2","0","13","0"
"461989","9","4","0","11","0"
"462031","2","8","0","11","0"
"462208","10","3","0","13","0"
"463132","10","4","0","9","0"
"463852","7","6","0","8","0"
"464366","0","15","0","16","0"
"464640","14","8","0","18","0"
"465115","1","18","0","18","0"
"465301","6","4","0","11","0"
"465415","3","8","0","10","0"
"465442","10","6","0","10","0"
"466286","7","5","0","8","0"
"466499","10","4","0","10","0"
"466857","11","6","0","12","0"
"467368","8","7","0","11","0"
"467573","0","1","0","23","0"
"467613","2","25","0","26","0"
"467709","3","8","0","9","0"
"467884","9","2","0","10","0"
"468037","10","15","0","15","0"
"468191","8","16","0","17","0"
"468236","11","5","0","11","0"
"468910","8","7","0","10","0"
"469162","17","8","0","19","0"
"469169","11","22","0","16","0"
"469197","7","6","0","7","0"
"469310","15","5","0","15","0"
"469533","1","9","0","11","0"
"469620","0","0","0","30","0"
"470659","8","4","0","8","0"
"471275","2","9","0","9","0"
"471912","8","2","0","10","0"
"472131","6","6","0","10","0"
"472854","4","6","0","10","0"
"473097","9","2","0","9","0"
"473705","8","6","0","10","0"
"474200","6","6","0","9","0"
"474265","0","0","0","20","0"
"474285","8","5","0","8","0"
"474413","3","10","0","12","0"
"475120","9","5","0","12","0"
"475351","10","1","0","10","0"
"475530","9","5","0","11","0"
"475651","6","6","0","8","0"
"475814","8","5","0","10","0"
"475911","13","9","0","15","0"
"476244","5","8","0","12","0"
"476250","7","6","0","7","0"
"476251","2","7","0","15","0"
"476334","3","9","0","8","0"
"476365","10","7","0","7","0"
"476399","2","10","0","13","0"
"476410","20","16","0","20","0"
"476518","1","19","0","19","0"
"476874","4","7","0","10","0"
"476899","5","8","0","9","0"
"477980","5","9","0","10","0"
"478867","8","6","0","9","0"
"479128","5","8","0","9","0"
"479519","8","12","0","14","0"
"479636","10","6","0","10","0"
"479868","10","2","0","8","0"
"480040","10","6","0","11","0"
"480041","3","20","0","9","0"
"480094","12","6","0","10","0"
"480198","14","33","0","42","0"
"480960","4","12","0","11","0"
"481038","4","5","0","17","0"
"481177","0","12","0","12","0"
"481437","12","5","0","7","0"
"481673","5","7","0","8","0"
"481827","7","4","0","9","0"
"483370","7","6","0","7","0"
"484039","8","28","0","10","0"
"484289","12","8","0","11","0"
"484369","11","4","0","7","0"
"484572","7","9","0","5","0"
"484615","2","2","0","81","0"
"485455","7","5","0","8","0"
"485578","169","79","0","168","0"
"485920","11","1","0","12","0"
"485985","6","38","0","41","0"
"486212","2","9","0","10","0"
"486228","3","22","0","4","0"
"486424","4","9","0","7","0"
"486854","7","11","0","55","0"
"487051","9","9","0","8","0"
"487486","11","9","0","14","0"
"487527","11","2","0","8","0"
"487559","7","7","0","7","0"
"488158","8","7","0","11","0"
"488291","1","1","0","20","0"
"489142","8","5","0","8","0"
"489547","6","7","0","16","0"
"489875","5","2","0","29","0"
"489960","9","6","0","7","0"
"489977","4","7","0","9","0"
"490017","9","2","0","12","0"
"490309","13","7","0","14","0"
"491272","6","8","0","11","0"
"491805","0","8","0","12","0"
"492124","15","8","0","15","0"
"492157","14","12","0","16","0"
"492205","3","9","0","10","0"
"492321","5","5","0","12","0"
"492449","5","4","0","14","0"
"493177","0","19","0","19","0"
"493718","10","2","0","10","0"
"493901","9","5","0","10","0"
"494064","16","5","0","19","0"
"494319","2","10","0","8","0"
"494412","0","80","0","80","0"
"494709","5","8","0","11","0"
"494908","11","7","0","15","0"
"494943","1","15","0","17","0"
"495390","10","3","0","9","0"
"496268","8","11","0","12","0"
"496399","8","4","0","12","0"
"496481","11","5","0","7","0"
"496617","5","4","0","14","0"
"497310","12","12","0","14","0"
"497331","11","4","0","6","0"
"497447","14","3","0","12","0"
"497697","15","10","0","17","0"
"498919","9","3","0","8","0"
"499086","2","7","0","11","0"
"499378","31","12","0","38","0"
"499398","7","6","0","9","0"
"499518","9","4","0","14","0"
"499646","3","12","0","13","0"
"499713","21","11","0","16","0"
"499818","9","5","0","7","0"
"499893","8","5","0","7","0"
"500175","19","9","0","20","0"
"500211","11","4","0","9","0"
"500433","6","8","0","9","0"
"500535","6","7","0","8","0"
"500688","5","6","0","19","0"
"501122","13","3","0","14","0"
"501474","13","3","0","6","0"
"501477","7","6","0","7","0"
